Drug,Classes,Groups,Gene,Protein,Gene Type,Drug Action,DrugBank.ID
Nicotine,Ganglionic StimulantsNicotinic AgonistsAppetite DepressantsAutonomic Agents,approved,CYP2C9,Cytochrome P450 2C9,enzyme,substrate,DB00184
Nicotine,Ganglionic StimulantsNicotinic AgonistsAppetite DepressantsAutonomic Agents,approved,CYP2D6,Cytochrome P450 2D6,enzyme,substrate,DB00184
Nicotine,Ganglionic StimulantsNicotinic AgonistsAppetite DepressantsAutonomic Agents,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00184
Nicotine,Ganglionic StimulantsNicotinic AgonistsAppetite DepressantsAutonomic Agents,approved,MAOA,Amine oxidase [flavin-containing] A,enzyme,inhibitor,DB00184
Nicotine,Ganglionic StimulantsNicotinic AgonistsAppetite DepressantsAutonomic Agents,approved,MAOB,Amine oxidase [flavin-containing] B,enzyme,inhibitor,DB00184
Cevimeline,,approved,CYP2D6,Cytochrome P450 2D6,enzyme,substrate,DB00185
Cevimeline,,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00185
Cevimeline,,approved,FMO1,Dimethylaniline monooxygenase [N-oxide-forming] 1,enzyme,substrate,DB00185
Bortezomib,,approvedinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00188
Bortezomib,,approvedinvestigational,CYP2C19,Cytochrome P450 2C19,enzyme,substrateinhibitor,DB00188
Bortezomib,,approvedinvestigational,CYP2D6,Cytochrome P450 2D6,enzyme,substrateinhibitor,DB00188
Bortezomib,,approvedinvestigational,CYP1A2,Cytochrome P450 1A2,enzyme,substrateinhibitor,DB00188
Bortezomib,,approvedinvestigational,CYP2C9,Cytochrome P450 2C9,enzyme,substrateinhibitor,DB00188
Bortezomib,,approvedinvestigational,PTGS1,Prostaglandin G/H synthase 1,enzyme,substrate,DB00188
Bortezomib,,approvedinvestigational,CYP1A1,Cytochrome P450 1A1,enzyme,inhibitor,DB00188
Bortezomib,,approvedinvestigational,CYP2C8,Cytochrome P450 2C8,enzyme,inhibitor,DB00188
Phentermine,Adrenergic AgentsCentral Nervous System StimulantsSympathomimeticsAppetite DepressantsStimulants,approvedillicit,MAOA,Amine oxidase [flavin-containing] A,enzyme,inhibitor,DB00191
Phentermine,Adrenergic AgentsCentral Nervous System StimulantsSympathomimeticsAppetite DepressantsStimulants,approvedillicit,MAOB,Amine oxidase [flavin-containing] B,enzyme,inhibitor,DB00191
Phentermine,Adrenergic AgentsCentral Nervous System StimulantsSympathomimeticsAppetite DepressantsStimulants,approvedillicit,CYP1A2,Cytochrome P450 1A2,enzyme,inhibitor,DB00191
Phentermine,Adrenergic AgentsCentral Nervous System StimulantsSympathomimeticsAppetite DepressantsStimulants,approvedillicit,CYP2C9,Cytochrome P450 2C9,enzyme,inhibitorinducer,DB00191
Phentermine,Adrenergic AgentsCentral Nervous System StimulantsSympathomimeticsAppetite DepressantsStimulants,approvedillicit,CYP2D6,Cytochrome P450 2D6,enzyme,inhibitor,DB00191
Tramadol,,approvedinvestigational,CYP2D6,Cytochrome P450 2D6,enzyme,substrateinhibitor,DB00193
Tramadol,,approvedinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00193
Tramadol,,approvedinvestigational,CYP2B6,Cytochrome P450 2B6,enzyme,substrate,DB00193
Betaxolol,Antihypertensive AgentsAdrenergic beta-1 Receptor AntagonistsSympatholyticsEENT Preparations,approved,CYP1A2,Cytochrome P450 1A2,enzyme,substrate,DB00195
Betaxolol,Antihypertensive AgentsAdrenergic beta-1 Receptor AntagonistsSympatholyticsEENT Preparations,approved,CYP2D6,Cytochrome P450 2D6,enzyme,substrateinhibitor,DB00195
Fluconazole,Antifungal Agents,approved,CYP3A4,Cytochrome P450 3A4,enzyme,inhibitor,DB00196
Fluconazole,Antifungal Agents,approved,CYP2C9,Cytochrome P450 2C9,enzyme,inhibitor,DB00196
Fluconazole,Antifungal Agents,approved,CYP2C19,Cytochrome P450 2C19,enzyme,inhibitor,DB00196
Fluconazole,Antifungal Agents,approved,CYP3A5,Cytochrome P450 3A5,enzyme,inhibitor,DB00196
Fluconazole,Antifungal Agents,approved,CYP3A7,Cytochrome P450 3A7,enzyme,inhibitor,DB00196
Fluconazole,Antifungal Agents,approved,CYP11B1,"Cytochrome P450 11B1, mitochondrial",enzyme,inhibitor,DB00196
Troglitazone,,withdrawn,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitorinducer,DB00197
Troglitazone,,withdrawn,CYP2C8,Cytochrome P450 2C8,enzyme,substrateinhibitor,DB00197
Troglitazone,,withdrawn,UGT1A1,UDP-glucuronosyltransferase 1-1,enzyme,substrate,DB00197
Troglitazone,,withdrawn,CYP2C19,Cytochrome P450 2C19,enzyme,substrateinhibitor,DB00197
Troglitazone,,withdrawn,CYP19A1,Cytochrome P450 19A1,enzyme,inhibitor,DB00197
Troglitazone,,withdrawn,CYP1A1,Cytochrome P450 1A1,enzyme,substrate,DB00197
Troglitazone,,withdrawn,CYP2B6,Cytochrome P450 2B6,enzyme,inducer,DB00197
Troglitazone,,withdrawn,CYP2C9,Cytochrome P450 2C9,enzyme,substrateinhibitor,DB00197
Troglitazone,,withdrawn,CYP3A5,Cytochrome P450 3A5,enzyme,inhibitorinducer,DB00197
Troglitazone,,withdrawn,CYP3A7,Cytochrome P450 3A7,enzyme,inhibitorinducer,DB00197
Troglitazone,,withdrawn,UGT1A3,UDP-glucuronosyltransferase 1-3,enzyme,substrate,DB00197
Troglitazone,,withdrawn,UGT1A4,UDP-glucuronosyltransferase 1-4,enzyme,substrate,DB00197
Troglitazone,,withdrawn,,UDP-glucuronosyltransferase 1-6,enzyme,substrateinhibitor,DB00197
Troglitazone,,withdrawn,,UDP-glucuronosyltransferase 1-7,enzyme,substrate,DB00197
Troglitazone,,withdrawn,UGT1A8,UDP-glucuronosyltransferase 1-8,enzyme,substrate,DB00197
Troglitazone,,withdrawn,UGT1A9,UDP-glucuronosyltransferase 1-9,enzyme,substrate,DB00197
Troglitazone,,withdrawn,UGT1A10,UDP-glucuronosyltransferase 1-10,enzyme,substrate,DB00197
Troglitazone,,withdrawn,UGT2B7,UDP-glucuronosyltransferase 2B7,enzyme,substrate,DB00197
Troglitazone,,withdrawn,,UDP-glucuronosyltransferase 2B15,enzyme,substrate,DB00197
Erythromycin,Gastrointestinal AgentsAnti-Bacterial AgentsProtein Synthesis InhibitorsMacrolides,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00199
Erythromycin,Gastrointestinal AgentsAnti-Bacterial AgentsProtein Synthesis InhibitorsMacrolides,approved,CYP3A7,Cytochrome P450 3A7,enzyme,substrateinhibitor,DB00199
Erythromycin,Gastrointestinal AgentsAnti-Bacterial AgentsProtein Synthesis InhibitorsMacrolides,approved,CYP3A5,Cytochrome P450 3A5,enzyme,inhibitor,DB00199
Erythromycin,Gastrointestinal AgentsAnti-Bacterial AgentsProtein Synthesis InhibitorsMacrolides,approved,CYP1A2,Cytochrome P450 1A2,enzyme,inhibitor,DB00199
Erythromycin,Gastrointestinal AgentsAnti-Bacterial AgentsProtein Synthesis InhibitorsMacrolides,approved,CYP2B6,Cytochrome P450 2B6,enzyme,substrate,DB00199
Caffeine,Central Nervous System StimulantsAppetite DepressantsPhosphodiesterase InhibitorsPurinergic P1 Receptor Antagonists,approved,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00201
Caffeine,Central Nervous System StimulantsAppetite DepressantsPhosphodiesterase InhibitorsPurinergic P1 Receptor Antagonists,approved,CYP1A2,Cytochrome P450 1A2,enzyme,substrateinhibitor,DB00201
Caffeine,Central Nervous System StimulantsAppetite DepressantsPhosphodiesterase InhibitorsPurinergic P1 Receptor Antagonists,approved,CYP3A7,Cytochrome P450 3A7,enzyme,substrate,DB00201
Caffeine,Central Nervous System StimulantsAppetite DepressantsPhosphodiesterase InhibitorsPurinergic P1 Receptor Antagonists,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00201
Caffeine,Central Nervous System StimulantsAppetite DepressantsPhosphodiesterase InhibitorsPurinergic P1 Receptor Antagonists,approved,CYP2E1,Cytochrome P450 2E1,enzyme,substrate,DB00201
Caffeine,Central Nervous System StimulantsAppetite DepressantsPhosphodiesterase InhibitorsPurinergic P1 Receptor Antagonists,approved,CYP2C8,Cytochrome P450 2C8,enzyme,substrate,DB00201
Caffeine,Central Nervous System StimulantsAppetite DepressantsPhosphodiesterase InhibitorsPurinergic P1 Receptor Antagonists,approved,CYP2C9,Cytochrome P450 2C9,enzyme,substrate,DB00201
Caffeine,Central Nervous System StimulantsAppetite DepressantsPhosphodiesterase InhibitorsPurinergic P1 Receptor Antagonists,approved,CYP1A1,Cytochrome P450 1A1,enzyme,inhibitor,DB00201
Caffeine,Central Nervous System StimulantsAppetite DepressantsPhosphodiesterase InhibitorsPurinergic P1 Receptor Antagonists,approved,CYP1B1,Cytochrome P450 1B1,enzyme,substrate,DB00201
Caffeine,Central Nervous System StimulantsAppetite DepressantsPhosphodiesterase InhibitorsPurinergic P1 Receptor Antagonists,approved,CYP2D6,Cytochrome P450 2D6,enzyme,substrate,DB00201
Sildenafil,,approvedinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00203
Sildenafil,,approvedinvestigational,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00203
Sildenafil,,approvedinvestigational,CYP3A7,Cytochrome P450 3A7,enzyme,substrate,DB00203
Sildenafil,,approvedinvestigational,CYP2C9,Cytochrome P450 2C9,enzyme,substrateinhibitor,DB00203
Sildenafil,,approvedinvestigational,CYP2C19,Cytochrome P450 2C19,enzyme,substrateinhibitor,DB00203
Sildenafil,,approvedinvestigational,CYP2D6,Cytochrome P450 2D6,enzyme,substrateinhibitor,DB00203
Sildenafil,,approvedinvestigational,CYP1A1,Cytochrome P450 1A1,enzyme,inhibitor,DB00203
Sildenafil,,approvedinvestigational,CYP2E1,Cytochrome P450 2E1,enzyme,substrateinhibitor,DB00203
Pyrimethamine,AntimalarialsAntiprotozoal AgentsFolic Acid Antagonists,approved,CYP2C9,Cytochrome P450 2C9,enzyme,inhibitor,DB00205
Pyrimethamine,AntimalarialsAntiprotozoal AgentsFolic Acid Antagonists,approved,CYP2D6,Cytochrome P450 2D6,enzyme,inhibitor,DB00205
Pyrimethamine,AntimalarialsAntiprotozoal AgentsFolic Acid Antagonists,approved,CYP2C8,Cytochrome P450 2C8,enzyme,inhibitor,DB00205
Azithromycin,Anti-Bacterial AgentsMacrolides,approved,CYP2A6,Cytochrome P450 2A6,enzyme,inhibitor,DB00207
Azithromycin,Anti-Bacterial AgentsMacrolides,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00207
Azithromycin,Anti-Bacterial AgentsMacrolides,approved,CYP1A2,Cytochrome P450 1A2,enzyme,inhibitor,DB00207
Ticlopidine,,approved,CYP2C19,Cytochrome P450 2C19,enzyme,substrateinhibitor,DB00208
Ticlopidine,,approved,CYP2D6,Cytochrome P450 2D6,enzyme,substrateinhibitor,DB00208
Ticlopidine,,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00208
Ticlopidine,,approved,MPO,Myeloperoxidase,enzyme,substrate,DB00208
Ticlopidine,,approved,CYP2C9,Cytochrome P450 2C9,enzyme,inhibitor,DB00208
Ticlopidine,,approved,CYP2C8,Cytochrome P450 2C8,enzyme,inhibitor,DB00208
Ticlopidine,,approved,CYP1A2,Cytochrome P450 1A2,enzyme,inhibitor,DB00208
Ticlopidine,,approved,CYP1A1,Cytochrome P450 1A1,enzyme,inhibitor,DB00208
Ticlopidine,,approved,CYP2B6,Cytochrome P450 2B6,enzyme,inhibitor,DB00208
Ticlopidine,,approved,CYP2E1,Cytochrome P450 2E1,enzyme,inhibitor,DB00208
Pantoprazole,Anti-Ulcer AgentsProton Pump Inhibitors,approved,CYP2C19,Cytochrome P450 2C19,enzyme,substrateinhibitor,DB00213
Pantoprazole,Anti-Ulcer AgentsProton Pump Inhibitors,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinducer,DB00213
Pantoprazole,Anti-Ulcer AgentsProton Pump Inhibitors,approved,CYP1A2,Cytochrome P450 1A2,enzyme,substrateinducer,DB00213
Pantoprazole,Anti-Ulcer AgentsProton Pump Inhibitors,approved,CYP2C9,Cytochrome P450 2C9,enzyme,inhibitor,DB00213
Torasemide,Antihypertensive AgentsDiureticsSodium Potassium Chloride Symporter Inhibitors,approved,CYP2C8,Cytochrome P450 2C8,enzyme,substrate,DB00214
Torasemide,Antihypertensive AgentsDiureticsSodium Potassium Chloride Symporter Inhibitors,approved,CYP2C9,Cytochrome P450 2C9,enzyme,substrate,DB00214
Torasemide,Antihypertensive AgentsDiureticsSodium Potassium Chloride Symporter Inhibitors,approved,PTGS1,Prostaglandin G/H synthase 1,enzyme,substrate,DB00214
Torasemide,Antihypertensive AgentsDiureticsSodium Potassium Chloride Symporter Inhibitors,approved,CYP2C19,Cytochrome P450 2C19,enzyme,inhibitor,DB00214
Citalopram,"Antidepressive Agents, Second-GenerationSerotonin Uptake InhibitorsAntidepressive Agents",approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00215
Citalopram,"Antidepressive Agents, Second-GenerationSerotonin Uptake InhibitorsAntidepressive Agents",approved,CYP2C19,Cytochrome P450 2C19,enzyme,substrateinhibitor,DB00215
Citalopram,"Antidepressive Agents, Second-GenerationSerotonin Uptake InhibitorsAntidepressive Agents",approved,CYP2D6,Cytochrome P450 2D6,enzyme,substrateinhibitor,DB00215
Citalopram,"Antidepressive Agents, Second-GenerationSerotonin Uptake InhibitorsAntidepressive Agents",approved,CYP2E1,Cytochrome P450 2E1,enzyme,substrate,DB00215
Citalopram,"Antidepressive Agents, Second-GenerationSerotonin Uptake InhibitorsAntidepressive Agents",approved,CYP1A2,Cytochrome P450 1A2,enzyme,inhibitor,DB00215
Citalopram,"Antidepressive Agents, Second-GenerationSerotonin Uptake InhibitorsAntidepressive Agents",approved,CYP2B6,Cytochrome P450 2B6,enzyme,inhibitor,DB00215
Eletriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approvedinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinducer,DB00216
Eletriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approvedinvestigational,CYP2D6,Cytochrome P450 2D6,enzyme,substrate,DB00216
Eletriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approvedinvestigational,CYP2C9,Cytochrome P450 2C9,enzyme,substrate,DB00216
Eletriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approvedinvestigational,CYP2C19,Cytochrome P450 2C19,enzyme,substrate,DB00216
Eletriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approvedinvestigational,PTGS1,Prostaglandin G/H synthase 1,enzyme,substrate,DB00216
Eletriptan,Serotonin AntagonistsSerotonin Receptor AgonistsAnti-migraine Agents,approvedinvestigational,CYP2A6,Cytochrome P450 2A6,enzyme,inducer,DB00216
Nelfinavir,,approved,CYP2B6,Cytochrome P450 2B6,enzyme,inhibitor,DB00220
Nelfinavir,,approved,CYP2C19,Cytochrome P450 2C19,enzyme,substrateinhibitor,DB00220
Nelfinavir,,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00220
Nelfinavir,,approved,CYP3A7,Cytochrome P450 3A7,enzyme,substrateinhibitor,DB00220
Nelfinavir,,approved,CYP3A5,Cytochrome P450 3A5,enzyme,substrateinhibitor,DB00220
Nelfinavir,,approved,CYP1A2,Cytochrome P450 1A2,enzyme,inhibitor,DB00220
Nelfinavir,,approved,CYP2C9,Cytochrome P450 2C9,enzyme,inhibitor,DB00220
Nelfinavir,,approved,CYP2D6,Cytochrome P450 2D6,enzyme,inhibitor,DB00220
Indinavir,,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00224
Indinavir,,approved,CYP3A7,Cytochrome P450 3A7,enzyme,substrateinhibitor,DB00224
Indinavir,,approved,CYP3A5,Cytochrome P450 3A5,enzyme,substrateinhibitor,DB00224
Indinavir,,approved,CYP2C19,Cytochrome P450 2C19,enzyme,inhibitor,DB00224
Indinavir,,approved,CYP2C9,Cytochrome P450 2C9,enzyme,inhibitor,DB00224
Indinavir,,approved,CYP2D6,Cytochrome P450 2D6,enzyme,inhibitor,DB00224
Lovastatin,Anticholesteremic AgentsHydroxymethylglutaryl-CoA Reductase Inhibitors,approvedinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00227
Lovastatin,Anticholesteremic AgentsHydroxymethylglutaryl-CoA Reductase Inhibitors,approvedinvestigational,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00227
Lovastatin,Anticholesteremic AgentsHydroxymethylglutaryl-CoA Reductase Inhibitors,approvedinvestigational,CYP3A7,Cytochrome P450 3A7,enzyme,substrate,DB00227
Lovastatin,Anticholesteremic AgentsHydroxymethylglutaryl-CoA Reductase Inhibitors,approvedinvestigational,PON3,Serum paraoxonase/lactonase 3,enzyme,substrate,DB00227
Lovastatin,Anticholesteremic AgentsHydroxymethylglutaryl-CoA Reductase Inhibitors,approvedinvestigational,CYP2C8,Cytochrome P450 2C8,enzyme,inhibitor,DB00227
Lovastatin,Anticholesteremic AgentsHydroxymethylglutaryl-CoA Reductase Inhibitors,approvedinvestigational,CYP2C9,Cytochrome P450 2C9,enzyme,inhibitorinducer,DB00227
Lovastatin,Anticholesteremic AgentsHydroxymethylglutaryl-CoA Reductase Inhibitors,approvedinvestigational,CYP2C19,Cytochrome P450 2C19,enzyme,inhibitor,DB00227
Lovastatin,Anticholesteremic AgentsHydroxymethylglutaryl-CoA Reductase Inhibitors,approvedinvestigational,CYP2D6,Cytochrome P450 2D6,enzyme,inhibitor,DB00227
Lovastatin,Anticholesteremic AgentsHydroxymethylglutaryl-CoA Reductase Inhibitors,approvedinvestigational,UGT1A1,UDP-glucuronosyltransferase 1-1,enzyme,substrate,DB00227
Lovastatin,Anticholesteremic AgentsHydroxymethylglutaryl-CoA Reductase Inhibitors,approvedinvestigational,UGT1A3,UDP-glucuronosyltransferase 1-3,enzyme,substrate,DB00227
Lovastatin,Anticholesteremic AgentsHydroxymethylglutaryl-CoA Reductase Inhibitors,approvedinvestigational,UGT2B7,UDP-glucuronosyltransferase 2B7,enzyme,substrate,DB00227
Temazepam,Benzodiazepines,approved,CYP2C19,Cytochrome P450 2C19,enzyme,substrate,DB00231
Temazepam,Benzodiazepines,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00231
Temazepam,Benzodiazepines,approved,CYP2B6,Cytochrome P450 2B6,enzyme,substrate,DB00231
Temazepam,Benzodiazepines,approved,CYP2C8,Cytochrome P450 2C8,enzyme,substrate,DB00231
Temazepam,Benzodiazepines,approved,CYP2C9,Cytochrome P450 2C9,enzyme,substrate,DB00231
Reboxetine,,approvedinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrate,DB00234
Reboxetine,,approvedinvestigational,CYP2D6,Cytochrome P450 2D6,enzyme,inhibitorinducer,DB00234
Nevirapine,Anti-HIV AgentsReverse Transcriptase Inhibitors,approved,CYP2B6,Cytochrome P450 2B6,enzyme,substrateinducer,DB00238
Nevirapine,Anti-HIV AgentsReverse Transcriptase Inhibitors,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitorinducer,DB00238
Nevirapine,Anti-HIV AgentsReverse Transcriptase Inhibitors,approved,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00238
Nevirapine,Anti-HIV AgentsReverse Transcriptase Inhibitors,approved,CYP2C9,Cytochrome P450 2C9,enzyme,substrateinhibitor,DB00238
Nevirapine,Anti-HIV AgentsReverse Transcriptase Inhibitors,approved,CYP2A6,Cytochrome P450 2A6,enzyme,substrate,DB00238
Nevirapine,Anti-HIV AgentsReverse Transcriptase Inhibitors,approved,CYP2D6,Cytochrome P450 2D6,enzyme,substrateinhibitor,DB00238
Nevirapine,Anti-HIV AgentsReverse Transcriptase Inhibitors,approved,CYP1A2,Cytochrome P450 1A2,enzyme,inhibitor,DB00238
Oxiconazole,Antifungal Agents,approved,CYP3A4,Cytochrome P450 3A4,enzyme,inducer,DB00239
Oxiconazole,Antifungal Agents,approved,CYP2C19,Cytochrome P450 2C19,enzyme,substrate,DB00239
Ranolazine,,approvedinvestigational,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00243
Ranolazine,,approvedinvestigational,CYP2D6,Cytochrome P450 2D6,enzyme,inhibitor,DB00243
Benzatropine,Dopamine Uptake InhibitorsAntiparkinson AgentsMuscarinic AntagonistsParasympatholyticsAntidyskinetics,approved,CYP2C19,Cytochrome P450 2C19,enzyme,substrate,DB00245
Benzatropine,Dopamine Uptake InhibitorsAntiparkinson AgentsMuscarinic AntagonistsParasympatholyticsAntidyskinetics,approved,CYP2D6,Cytochrome P450 2D6,enzyme,substrate,DB00245
Ziprasidone,Antipsychotic Agents,approved,CYP3A4,Cytochrome P450 3A4,enzyme,substrateinhibitor,DB00246
Ziprasidone,Antipsychotic Agents,approved,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00246
Ziprasidone,Antipsychotic Agents,approved,CYP3A7,Cytochrome P450 3A7,enzyme,substrate,DB00246
Ziprasidone,Antipsychotic Agents,approved,CYP1A2,Cytochrome P450 1A2,enzyme,substrate,DB00246
Ziprasidone,Antipsychotic Agents,approved,CYP2D6,Cytochrome P450 2D6,enzyme,inhibitor,DB00246
Dapsone,AntimalarialsFolic Acid AntagonistsAnti-Infective AgentsLeprostatic AgentsAntimycobacterials,approvedinvestigational,CYP3A5,Cytochrome P450 3A5,enzyme,substrate,DB00250
